secprov,seccionId,name,circuitoId,nombreAgrupacion,mesasTotalizadas,cantidadElectores,votos,anioEleccion,cantidadElectores_2025
2,0,Simulated,00001,EN_BLANCO_2025,1,10681,1770,2025,10681
2,0,Simulated,00003,EN_BLANCO_2025,1,3339,465,2025,3339
2,0,Simulated,00005,EN_BLANCO_2025,1,796,128,2025,796
2,0,Simulated,00006,EN_BLANCO_2025,1,75,9,2025,75
2,0,Simulated,00007,EN_BLANCO_2025,1,475,75,2025,475
2,0,Simulated,00010,EN_BLANCO_2025,1,8254,1531,2025,8254
2,0,Simulated,00011,EN_BLANCO_2025,1,538,52,2025,538
2,0,Simulated,00012,EN_BLANCO_2025,1,250,47,2025,250
2,0,Simulated,00013,EN_BLANCO_2025,1,204,49,2025,204
2,0,Simulated,00014,EN_BLANCO_2025,1,619,103,2025,619
2,0,Simulated,00015,EN_BLANCO_2025,1,127,18,2025,127
2,0,Simulated,00017,EN_BLANCO_2025,1,25838,2906,2025,25838
2,0,Simulated,00018,EN_BLANCO_2025,1,35475,4172,2025,35475
2,0,Simulated,00019,EN_BLANCO_2025,1,89872,11936,2025,89872
2,0,Simulated,00020,EN_BLANCO_2025,1,40450,5684,2025,40450
2,0,Simulated,00021,EN_BLANCO_2025,1,63458,6223,2025,63458
2,0,Simulated,00022,EN_BLANCO_2025,1,54831,6767,2025,54831
2,0,Simulated,00023,EN_BLANCO_2025,1,17731,1797,2025,17731
2,0,Simulated,00024,EN_BLANCO_2025,1,10570,1147,2025,10570
2,0,Simulated,00025,EN_BLANCO_2025,1,13000,1161,2025,13000
2,0,Simulated,00026,EN_BLANCO_2025,1,8612,717,2025,8612
2,0,Simulated,00027,EN_BLANCO_2025,1,19707,1981,2025,19707
2,0,Simulated,00030,EN_BLANCO_2025,1,8893,621,2025,8893
2,0,Simulated,00031,EN_BLANCO_2025,1,1140,117,2025,1140
2,0,Simulated,00032,EN_BLANCO_2025,1,3814,511,2025,3814
2,0,Simulated,00033,EN_BLANCO_2025,1,12143,1319,2025,12143
2,0,Simulated,00034,EN_BLANCO_2025,1,22542,2946,2025,22542
2,0,Simulated,00037,EN_BLANCO_2025,1,25606,3571,2025,25606
2,0,Simulated,00038,EN_BLANCO_2025,1,39606,3186,2025,39606
2,0,Simulated,00039,EN_BLANCO_2025,1,58510,5206,2025,58510
2,0,Simulated,00040,EN_BLANCO_2025,1,76115,9375,2025,76115
2,0,Simulated,00046,EN_BLANCO_2025,1,21247,3599,2025,21247
2,0,Simulated,00050,EN_BLANCO_2025,1,69,9,2025,69
2,0,Simulated,00052,EN_BLANCO_2025,1,87,16,2025,87
2,0,Simulated,00055,EN_BLANCO_2025,1,101,22,2025,101
2,0,Simulated,00056,EN_BLANCO_2025,1,100,12,2025,100
2,0,Simulated,00057,EN_BLANCO_2025,1,27,2,2025,27
2,0,Simulated,00060,EN_BLANCO_2025,1,56215,8933,2025,56215
2,0,Simulated,00061,EN_BLANCO_2025,1,78,11,2025,78
2,0,Simulated,00062,EN_BLANCO_2025,1,2563,338,2025,2563
2,0,Simulated,00063,EN_BLANCO_2025,1,32,5,2025,32
2,0,Simulated,00065,EN_BLANCO_2025,1,30,2,2025,30
2,0,Simulated,00066,EN_BLANCO_2025,1,103,15,2025,103
2,0,Simulated,00067,EN_BLANCO_2025,1,3592,346,2025,3592
2,0,Simulated,00072,EN_BLANCO_2025,1,12525,1376,2025,12525
2,0,Simulated,00073,EN_BLANCO_2025,1,27433,2944,2025,27433
2,0,Simulated,00074,EN_BLANCO_2025,1,25655,3036,2025,25655
2,0,Simulated,00075,EN_BLANCO_2025,1,8336,1064,2025,8336
2,0,Simulated,00076,EN_BLANCO_2025,1,38695,4865,2025,38695
2,0,Simulated,00077,EN_BLANCO_2025,1,4405,566,2025,4405
2,0,Simulated,00078,EN_BLANCO_2025,1,5152,755,2025,5152
2,0,Simulated,00079,EN_BLANCO_2025,1,5237,583,2025,5237
2,0,Simulated,00080,EN_BLANCO_2025,1,2266,348,2025,2266
2,0,Simulated,00083,EN_BLANCO_2025,1,12438,1803,2025,12438
2,0,Simulated,00084,EN_BLANCO_2025,1,10353,1430,2025,10353
2,0,Simulated,00085,EN_BLANCO_2025,1,23873,3436,2025,23873
2,0,Simulated,00086,EN_BLANCO_2025,1,24674,2839,2025,24674
2,0,Simulated,00087,EN_BLANCO_2025,1,15328,1675,2025,15328
2,0,Simulated,00088,EN_BLANCO_2025,1,6403,905,2025,6403
2,0,Simulated,00089,EN_BLANCO_2025,1,9066,1199,2025,9066
2,0,Simulated,00090,EN_BLANCO_2025,1,31,3,2025,31
2,0,Simulated,00091,EN_BLANCO_2025,1,14724,1900,2025,14724
2,0,Simulated,00092,EN_BLANCO_2025,1,9936,1030,2025,9936
2,0,Simulated,00093,EN_BLANCO_2025,1,5625,954,2025,5625
2,0,Simulated,00098,EN_BLANCO_2025,1,49280,8261,2025,49280
2,0,Simulated,00099,EN_BLANCO_2025,1,581,83,2025,581
2,1,Simulated,00100,EN_BLANCO_2025,1,299,42,2025,299
2,1,Simulated,00101,EN_BLANCO_2025,1,539,49,2025,539
2,1,Simulated,00102,EN_BLANCO_2025,1,94,8,2025,94
2,1,Simulated,00103,EN_BLANCO_2025,1,128,14,2025,128
