secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,anioEleccion,cantidadElectores_2025,EN_BLANCO_2025,LLA_JxC,NO_VOTANTES_2025,OTROS_2025,UxP_2025
2,0,Simulated,00001,1,10996,2025,10996,992,2371,4869,881,1883
2,0,Simulated,00003,1,3422,2025,3422,475,754,1361,234,598
2,0,Simulated,00005,1,1164,2025,1164,98,292,498,110,165
2,0,Simulated,00006,1,88,2025,88,9,17,39,2,21
2,0,Simulated,00007,1,422,2025,422,37,95,190,36,63
2,0,Simulated,00010,1,8443,2025,8443,1175,1932,2538,657,2141
2,0,Simulated,00011,1,583,2025,583,38,72,197,19,257
2,0,Simulated,00012,1,276,2025,276,28,50,88,16,94
2,0,Simulated,00013,1,196,2025,196,22,51,60,7,56
2,0,Simulated,00014,1,716,2025,716,110,176,220,34,177
2,0,Simulated,00015,1,119,2025,119,9,19,41,1,50
2,0,Simulated,00017,1,20931,2025,20931,1310,6771,6747,1355,4748
2,0,Simulated,00018,1,27663,2025,27663,1654,4857,9225,3285,8643
2,0,Simulated,00019,1,102896,2025,102896,9988,12146,37000,7657,36105
2,0,Simulated,00020,1,36003,2025,36003,2585,5989,13982,2440,11007
2,0,Simulated,00021,1,65101,2025,65101,5081,8714,24887,4823,21596
2,0,Simulated,00022,1,49690,2025,49690,4520,5471,20768,3716,15214
2,0,Simulated,00023,1,17651,2025,17651,1178,3483,7311,1497,4182
2,0,Simulated,00024,1,10630,2025,10630,748,2332,3680,548,3323
2,0,Simulated,00025,1,10502,2025,10502,670,1498,3776,975,3583
2,0,Simulated,00026,1,6861,2025,6861,589,347,2470,367,3089
2,0,Simulated,00027,1,27529,2025,27529,2129,2750,10707,1798,10146
2,0,Simulated,00030,1,9112,2025,9112,603,1443,3787,925,2354
2,0,Simulated,00031,1,1373,2025,1373,106,282,439,153,393
2,0,Simulated,00032,1,4598,2025,4598,327,846,1429,275,1721
2,0,Simulated,00033,1,10138,2025,10138,678,2316,3432,890,2822
2,0,Simulated,00034,1,24504,2025,24504,2264,4035,8239,1765,8201
2,0,Simulated,00037,1,19834,2025,19834,1338,3624,6604,1475,6793
2,0,Simulated,00038,1,41689,2025,41689,1998,7112,16025,3247,13307
2,0,Simulated,00039,1,65492,2025,65492,7203,7467,24349,7109,19363
2,0,Simulated,00040,1,81763,2025,81763,3904,13762,33537,6542,24018
2,0,Simulated,00046,1,19601,2025,19601,2761,4407,6445,1496,4491
2,0,Simulated,00050,1,81,2025,81,8,18,39,6,11
2,0,Simulated,00052,1,73,2025,73,5,25,25,11,8
2,0,Simulated,00055,1,95,2025,95,10,26,45,3,10
2,0,Simulated,00056,1,124,2025,124,20,26,52,11,14
2,0,Simulated,00057,1,23,2025,23,0,5,14,1,2
2,0,Simulated,00060,1,51631,2025,51631,6208,8921,21332,4365,10805
2,0,Simulated,00061,1,80,2025,80,7,23,34,4,13
2,0,Simulated,00062,1,2633,2025,2633,255,604,1249,223,303
2,0,Simulated,00063,1,23,2025,23,2,3,15,2,1
2,0,Simulated,00065,1,34,2025,34,2,9,15,4,4
2,0,Simulated,00066,1,114,2025,114,10,26,59,7,12
2,0,Simulated,00067,1,2919,2025,2919,360,587,1299,250,424
2,0,Simulated,00072,1,9446,2025,9446,925,1987,4520,495,1518
2,0,Simulated,00073,1,29138,2025,29138,2759,5254,13918,1539,5668
2,0,Simulated,00074,1,24339,2025,24339,2572,3950,11253,1849,4715
2,0,Simulated,00075,1,10058,2025,10058,760,2159,3967,967,2205
2,0,Simulated,00076,1,40336,2025,40336,2956,7307,17170,2473,10430
2,0,Simulated,00077,1,3256,2025,3256,318,540,1421,295,681
2,0,Simulated,00078,1,5105,2025,5105,425,1287,2012,568,813
2,0,Simulated,00079,1,6070,2025,6070,587,1456,2266,452,1308
2,0,Simulated,00080,1,2025,2025,2025,213,458,815,240,298
2,0,Simulated,00083,1,10188,2025,10188,1078,2954,3463,854,1839
2,0,Simulated,00084,1,8865,2025,8865,741,2292,3505,846,1481
2,0,Simulated,00085,1,33083,2025,33083,3278,7378,12728,3428,6271
2,0,Simulated,00086,1,24693,2025,24693,2120,5225,9675,2135,5539
2,0,Simulated,00087,1,16418,2025,16418,1730,2570,7317,885,3917
2,0,Simulated,00088,1,6447,2025,6447,620,1097,2659,399,1672
2,0,Simulated,00089,1,10562,2025,10562,1379,2765,4224,943,1252
2,0,Simulated,00090,1,37,2025,37,0,8,19,4,6
2,0,Simulated,00091,1,14130,2025,14130,1792,1815,6080,1175,3268
2,0,Simulated,00092,1,10538,2025,10538,835,1356,4981,781,2585
2,0,Simulated,00093,1,5804,2025,5804,822,819,2148,592,1423
2,0,Simulated,00098,1,38037,2025,38037,4357,8849,16051,2621,6159
2,0,Simulated,00099,1,724,2025,724,70,149,334,85,86
2,1,Simulated,00100,1,343,2025,343,13,89,168,39,33
2,1,Simulated,00101,1,508,2025,508,45,106,256,27,74
2,1,Simulated,00102,1,134,2025,134,5,25,75,17,11
2,1,Simulated,00103,1,140,2025,140,15,27,72,8,18
2,1,Simulated,00104,1,252,2025,252,25,62,107,22,37
2,1,Simulated,00105,1,25254,2025,25254,1802,4035,10879,1108,7431
2,1,Simulated,00106,1,614,2025,614,57,108,234,78,137
2,1,Simulated,00107,1,4888,2025,4888,433,505,2082,193,1675
2,1,Simulated,00110,1,493,2025,493,61,83,158,16,174
2,1,Simulated,00111,1,291,2025,291,20,51,114,26,79
2,1,Simulated,00113,1,1257,2025,1257,112,172,443,81,448
2,1,Simulated,00117,1,24330,2025,24330,2260,5657,8276,1109,7028
2,1,Simulated,00118,1,686,2025,686,48,79,407,48,105
2,1,Simulated,00120,1,465,2025,465,32,121,161,45,106
2,1,Simulated,00121,1,16185,2025,16185,1841,3723,6473,1007,3141
2,1,Simulated,00122,1,322,2025,322,42,80,115,28,57
2,1,Simulated,00125,1,23358,2025,23358,2551,5883,7764,1467,5693
2,1,Simulated,00126,1,39,2025,39,1,11,19,3,6
2,1,Simulated,00127,1,237,2025,237,14,55,72,25,71
2,1,Simulated,00128,1,47,2025,47,6,10,18,6,6
2,1,Simulated,00129,1,54,2025,54,2,7,31,6,9
2,1,Simulated,00131,1,46,2025,46,1,9,17,1,18
2,1,Simulated,00132,1,2285,2025,2285,212,656,865,130,421
2,1,Simulated,00133,1,1279,2025,1279,119,324,480,66,290
2,1,Simulated,00136,1,34623,2025,34623,3379,6994,13589,2188,8473
2,1,Simulated,00137,1,1085,2025,1085,133,174,410,78,289
2,1,Simulated,00138,1,117,2025,117,19,25,33,7,33
2,1,Simulated,00139,1,20,2025,20,1,1,10,0,8
2,1,Simulated,00140,1,533,2025,533,53,134,187,33,127
2,1,Simulated,00141,1,184,2025,184,21,44,54,8,56
2,1,Simulated,00142,1,72,2025,72,9,17,25,5,16
2,1,Simulated,00143,1,1882,2025,1882,148,336,802,83,513
2,1,Simulated,00144,1,451,2025,451,24,151,189,20,67
2,1,Simulated,00145,1,288,2025,288,27,86,117,15,43
2,1,Simulated,00148,1,17244,2025,17244,1775,3666,6131,1340,4332
2,1,Simulated,00149,1,349,2025,349,34,91,139,23,61
2,1,Simulated,00150,1,2645,2025,2645,250,577,845,283,691
2,1,Simulated,00151,1,1146,2025,1146,111,252,449,81,253
2,1,Simulated,00152,1,298,2025,298,29,57,103,20,88
2,1,Simulated,00153,1,288,2025,288,31,67,103,29,58
2,1,Simulated,00155,1,21804,2025,21804,1724,5903,8103,1079,4995
2,1,Simulated,00156,1,17930,2025,17930,2300,3241,7200,1193,3996
2,1,Simulated,00157,1,30965,2025,30965,2508,5642,13350,1780,7684
2,1,Simulated,00158,1,4113,2025,4113,460,919,1369,203,1162
2,1,Simulated,00159,1,1559,2025,1559,158,305,523,111,461
2,1,Simulated,00160,1,165,2025,165,16,26,55,14,55
2,1,Simulated,00162,1,200,2025,200,30,31,88,9,43
2,1,Simulated,00164,1,15931,2025,15931,1858,3145,6251,1060,3617
2,1,Simulated,00165,1,570,2025,570,65,107,257,36,105
2,1,Simulated,00166,1,191,2025,191,24,29,94,10,33
2,1,Simulated,00167,1,425,2025,425,49,91,161,16,109
2,1,Simulated,00169,1,5661,2025,5661,570,1062,1689,364,1976
2,1,Simulated,00170,1,442,2025,442,43,122,103,35,139
2,1,Simulated,00171,1,431,2025,431,49,85,107,45,144
2,1,Simulated,00172,1,603,2025,603,90,89,184,43,197
2,1,Simulated,00173,1,3819,2025,3819,417,899,1033,368,1102
2,1,Simulated,00175,1,14610,2025,14610,2268,2778,5036,692,3836
2,1,Simulated,00176,1,469,2025,469,56,97,163,17,135
2,1,Simulated,00177,1,186,2025,186,24,35,68,6,53
2,1,Simulated,00179,1,12067,2025,12067,1537,2650,4417,499,2964
2,1,Simulated,00180,1,568,2025,568,67,160,210,38,94
2,1,Simulated,00181,1,170,2025,170,24,34,73,13,26
2,1,Simulated,00182,1,67,2025,67,5,27,19,4,12
2,1,Simulated,00183,1,2068,2025,2068,249,461,741,93,524
2,1,Simulated,00185,1,8754,2025,8754,836,1716,2979,438,2785
2,1,Simulated,00187,1,148,2025,148,12,39,42,12,44
2,1,Simulated,00189,1,40527,2025,40527,4311,7659,12970,2172,13416
2,1,Simulated,0018A,1,50458,2025,50458,3729,5472,19131,4117,18010
2,1,Simulated,00190,1,1391,2025,1391,131,381,518,76,286
2,1,Simulated,00191,1,61,2025,61,5,14,26,7,9
2,1,Simulated,00193,1,101,2025,101,13,31,37,9,11
2,1,Simulated,00195,1,85,2025,85,6,17,34,7,20
2,1,Simulated,00197,1,1281,2025,1281,144,309,426,47,355
2,1,Simulated,00198,1,655,2025,655,65,150,211,29,201
2,2,Simulated,00201,1,24322,2025,24322,3280,5827,9605,1153,4457
2,2,Simulated,00202,1,857,2025,857,132,189,264,68,204
2,2,Simulated,00203,1,2003,2025,2003,268,309,887,94,444
2,2,Simulated,00204,1,96,2025,96,10,34,33,13,6
2,2,Simulated,00205,1,141,2025,141,18,41,54,8,21
2,2,Simulated,00209,1,497,2025,497,40,140,155,32,130
2,2,Simulated,0020A,1,33017,2025,33017,3787,3599,12339,1610,11683
2,2,Simulated,00211,1,43312,2025,43312,7119,7350,15102,4098,9643
2,2,Simulated,00212,1,157,2025,157,29,26,67,5,29
2,2,Simulated,00215,1,108,2025,108,18,24,41,10,15
2,2,Simulated,00216,1,123,2025,123,34,10,58,4,16
2,2,Simulated,00218,1,380,2025,380,65,65,145,26,79
2,2,Simulated,00219,1,80,2025,80,5,24,41,5,7
2,2,Simulated,0021A,1,18265,2025,18265,1717,1693,7211,1152,6492
2,2,Simulated,00220,1,121,2025,121,6,4,104,5,2
2,2,Simulated,00221,1,161,2025,161,33,35,70,9,14
2,2,Simulated,00222,1,2106,2025,2106,414,457,806,87,342
2,2,Simulated,00224,1,261,2025,261,24,7,202,20,8
2,2,Simulated,00226,1,54,2025,54,4,11,28,8,4
2,2,Simulated,0022A,1,63083,2025,63083,4810,7387,26042,4210,20634
2,2,Simulated,0022B,1,20136,2025,20136,1016,2090,8854,1120,7057
2,2,Simulated,00230,1,28173,2025,28173,3794,4784,10265,1188,8142
2,2,Simulated,00231,1,279,2025,279,21,41,98,19,100
2,2,Simulated,00232,1,7791,2025,7791,813,1938,2874,637,1529
2,2,Simulated,00233,1,57,2025,57,4,20,20,6,7
2,2,Simulated,00234,1,129,2025,129,9,34,55,13,18
2,2,Simulated,00235,1,31,2025,31,2,16,12,1,0
2,2,Simulated,00236,1,123,2025,123,15,34,40,14,20
2,2,Simulated,00237,1,627,2025,627,65,153,202,47,160
2,2,Simulated,00238,1,1860,2025,1860,233,481,636,170,340
2,2,Simulated,00239,1,9941,2025,9941,573,1416,4414,616,2922
2,2,Simulated,00240,1,16080,2025,16080,2291,3585,6742,1214,2248
2,2,Simulated,00243,1,1029,2025,1029,107,223,476,50,173
2,2,Simulated,00246,1,74,2025,74,6,15,34,12,8
2,2,Simulated,00248,1,17487,2025,17487,1580,4022,7671,1750,2465
2,2,Simulated,00249,1,246,2025,246,23,61,109,19,34
2,2,Simulated,00252,1,22960,2025,22960,2457,5503,9058,1290,4652
2,2,Simulated,00253,1,2042,2025,2042,295,297,799,107,544
2,2,Simulated,00254,1,4489,2025,4489,438,1077,1863,375,736
2,2,Simulated,00255,1,40,2025,40,4,17,14,3,3
2,2,Simulated,00258,1,240,2025,240,43,37,89,26,44
2,2,Simulated,00259,1,9796,2025,9796,668,2090,3647,863,2528
2,2,Simulated,00260,1,34701,2025,34701,1765,7412,13791,2899,8834
2,2,Simulated,00261,1,46274,2025,46274,2566,7723,18176,4237,13572
2,2,Simulated,00262,1,64618,2025,64618,3530,9272,22360,3045,26411
2,2,Simulated,00263,1,30469,2025,30469,1692,5161,13914,1420,8282
2,2,Simulated,00264,1,6951,2025,6951,454,1576,2439,650,1832
2,2,Simulated,00265,1,24219,2025,24219,2065,5079,7714,1890,7471
2,2,Simulated,00271,1,14021,2025,14021,1064,3142,5068,1061,3686
2,2,Simulated,00272,1,20879,2025,20879,1214,4277,8579,1353,5455
2,2,Simulated,00273,1,61993,2025,61993,3028,9781,23426,4776,20981
2,2,Simulated,00274,1,43201,2025,43201,3348,8625,14686,4096,12447
2,2,Simulated,00275,1,29086,2025,29086,2463,6206,9432,2977,8008
2,2,Simulated,00276,1,28688,2025,28688,1910,7720,10132,1684,7243
2,2,Simulated,00282,1,21900,2025,21900,1930,5785,7325,951,5910
2,2,Simulated,00285,1,143,2025,143,12,27,60,10,34
2,2,Simulated,00286,1,4075,2025,4075,335,456,1821,210,1253
2,2,Simulated,00287,1,28203,2025,28203,3076,3375,10836,1394,9522
2,2,Simulated,00288,1,37357,2025,37357,2016,7069,17177,2001,9095
2,2,Simulated,00289,1,48987,2025,48987,4134,7640,19753,2793,14666
2,2,Simulated,00290,1,35569,2025,35569,3345,3975,14447,2117,11685
2,2,Simulated,00291,1,18536,2025,18536,1255,3664,6813,1837,4966
2,2,Simulated,00292,1,10626,2025,10626,1211,2134,4031,736,2515
2,2,Simulated,00293,1,16187,2025,16187,1843,2633,6837,1599,3277
2,2,Simulated,00294,1,4558,2025,4558,343,810,1951,220,1235
2,2,Simulated,00295,1,5498,2025,5498,625,1259,2072,290,1251
2,2,Simulated,00297,1,596,2025,596,53,122,252,23,146
2,2,Simulated,00298,1,258,2025,258,33,64,111,10,40
2,3,Simulated,00302,1,120857,2025,120857,9706,14947,49510,7542,39151
2,3,Simulated,00303,1,4352,2025,4352,393,444,1992,213,1309
2,3,Simulated,00304,1,19198,2025,19198,1726,2143,7525,1351,6453
2,3,Simulated,00305,1,32023,2025,32023,3079,6250,11552,1791,9351
2,3,Simulated,00306,1,6455,2025,6455,693,1358,2545,349,1510
2,3,Simulated,00307,1,1191,2025,1191,121,363,376,153,177
2,3,Simulated,00308,1,874,2025,874,64,132,419,69,190
2,3,Simulated,00309,1,73,2025,73,6,17,27,8,16
2,3,Simulated,00310,1,8735,2025,8735,1143,2054,3436,299,1803
2,3,Simulated,00311,1,97,2025,97,6,20,45,5,21
2,3,Simulated,00312,1,91,2025,91,7,23,36,4,21
2,3,Simulated,00314,1,5381,2025,5381,618,1296,2213,353,901
2,3,Simulated,00315,1,156,2025,156,15,40,68,8,26
2,3,Simulated,00316,1,4879,2025,4879,433,1327,1973,206,940
2,3,Simulated,00317,1,2299,2025,2299,322,562,852,78,485
2,3,Simulated,00318,1,2471,2025,2471,239,579,1024,96,534
2,3,Simulated,00320,1,20432,2025,20432,2886,4777,6872,904,4993
2,3,Simulated,00322,1,90,2025,90,4,20,39,6,21
2,3,Simulated,00324,1,349,2025,349,24,52,149,33,90
2,3,Simulated,00326,1,1417,2025,1417,134,314,457,119,392
2,3,Simulated,00327,1,1080,2025,1080,91,260,267,82,381
