secprov,seccionId,name,circuitoId,nombreAgrupacion,mesasTotalizadas,cantidadElectores,votos,anioEleccion,cantidadElectores_2025
2,0,Simulated,00001,EN_BLANCO_2025,1,10427,1059,2025,10427
2,0,Simulated,00003,EN_BLANCO_2025,1,3663,391,2025,3663
2,0,Simulated,00005,EN_BLANCO_2025,1,1217,110,2025,1217
2,0,Simulated,00006,EN_BLANCO_2025,1,86,7,2025,86
2,0,Simulated,00007,EN_BLANCO_2025,1,456,43,2025,456
2,0,Simulated,00010,EN_BLANCO_2025,1,9358,1101,2025,9358
2,0,Simulated,00011,EN_BLANCO_2025,1,498,18,2025,498
2,0,Simulated,00012,EN_BLANCO_2025,1,325,26,2025,325
2,0,Simulated,00013,EN_BLANCO_2025,1,197,12,2025,197
2,0,Simulated,00014,EN_BLANCO_2025,1,721,101,2025,721
2,0,Simulated,00015,EN_BLANCO_2025,1,119,13,2025,119
2,0,Simulated,00017,EN_BLANCO_2025,1,21488,1461,2025,21488
2,0,Simulated,00018,EN_BLANCO_2025,1,36011,1770,2025,36011
2,0,Simulated,00019,EN_BLANCO_2025,1,117755,11889,2025,117755
2,0,Simulated,00020,EN_BLANCO_2025,1,35029,2228,2025,35029
2,0,Simulated,00021,EN_BLANCO_2025,1,63044,4903,2025,63044
2,0,Simulated,00022,EN_BLANCO_2025,1,37969,3758,2025,37969
2,0,Simulated,00023,EN_BLANCO_2025,1,19348,1640,2025,19348
2,0,Simulated,00024,EN_BLANCO_2025,1,10100,754,2025,10100
2,0,Simulated,00025,EN_BLANCO_2025,1,11542,714,2025,11542
2,0,Simulated,00026,EN_BLANCO_2025,1,6235,379,2025,6235
2,0,Simulated,00027,EN_BLANCO_2025,1,22085,1749,2025,22085
2,0,Simulated,00030,EN_BLANCO_2025,1,6576,297,2025,6576
2,0,Simulated,00031,EN_BLANCO_2025,1,1513,81,2025,1513
2,0,Simulated,00032,EN_BLANCO_2025,1,5024,294,2025,5024
2,0,Simulated,00033,EN_BLANCO_2025,1,12476,636,2025,12476
2,0,Simulated,00034,EN_BLANCO_2025,1,29682,1872,2025,29682
2,0,Simulated,00037,EN_BLANCO_2025,1,21862,1311,2025,21862
2,0,Simulated,00038,EN_BLANCO_2025,1,34825,1864,2025,34825
2,0,Simulated,00039,EN_BLANCO_2025,1,56394,3939,2025,56394
2,0,Simulated,00040,EN_BLANCO_2025,1,67862,5520,2025,67862
2,0,Simulated,00046,EN_BLANCO_2025,1,19103,2669,2025,19103
2,0,Simulated,00050,EN_BLANCO_2025,1,73,6,2025,73
2,0,Simulated,00052,EN_BLANCO_2025,1,77,3,2025,77
2,0,Simulated,00055,EN_BLANCO_2025,1,99,10,2025,99
2,0,Simulated,00056,EN_BLANCO_2025,1,156,14,2025,156
2,0,Simulated,00057,EN_BLANCO_2025,1,21,2,2025,21
2,0,Simulated,00060,EN_BLANCO_2025,1,49482,4280,2025,49482
2,0,Simulated,00061,EN_BLANCO_2025,1,80,5,2025,80
2,0,Simulated,00062,EN_BLANCO_2025,1,2907,179,2025,2907
2,0,Simulated,00063,EN_BLANCO_2025,1,31,3,2025,31
2,0,Simulated,00065,EN_BLANCO_2025,1,34,1,2025,34
2,0,Simulated,00066,EN_BLANCO_2025,1,117,14,2025,117
2,0,Simulated,00067,EN_BLANCO_2025,1,2785,231,2025,2785
2,0,Simulated,00072,EN_BLANCO_2025,1,14292,1124,2025,14292
2,0,Simulated,00073,EN_BLANCO_2025,1,26302,2004,2025,26302
2,0,Simulated,00074,EN_BLANCO_2025,1,22000,1531,2025,22000
2,0,Simulated,00075,EN_BLANCO_2025,1,6178,476,2025,6178
2,0,Simulated,00076,EN_BLANCO_2025,1,39936,3426,2025,39936
2,0,Simulated,00077,EN_BLANCO_2025,1,4802,362,2025,4802
2,0,Simulated,00078,EN_BLANCO_2025,1,5156,401,2025,5156
2,0,Simulated,00079,EN_BLANCO_2025,1,6875,575,2025,6875
2,0,Simulated,00080,EN_BLANCO_2025,1,1719,157,2025,1719
2,0,Simulated,00083,EN_BLANCO_2025,1,11188,537,2025,11188
2,0,Simulated,00084,EN_BLANCO_2025,1,11869,1210,2025,11869
2,0,Simulated,00085,EN_BLANCO_2025,1,27904,2809,2025,27904
2,0,Simulated,00086,EN_BLANCO_2025,1,24250,2306,2025,24250
2,0,Simulated,00087,EN_BLANCO_2025,1,17549,1489,2025,17549
2,0,Simulated,00088,EN_BLANCO_2025,1,5142,378,2025,5142
2,0,Simulated,00089,EN_BLANCO_2025,1,8805,613,2025,8805
2,0,Simulated,00090,EN_BLANCO_2025,1,41,2,2025,41
2,0,Simulated,00091,EN_BLANCO_2025,1,15709,1829,2025,15709
2,0,Simulated,00092,EN_BLANCO_2025,1,10001,1028,2025,10001
2,0,Simulated,00093,EN_BLANCO_2025,1,3625,482,2025,3625
2,0,Simulated,00098,EN_BLANCO_2025,1,39260,4286,2025,39260
2,0,Simulated,00099,EN_BLANCO_2025,1,688,68,2025,688
2,1,Simulated,00100,EN_BLANCO_2025,1,282,9,2025,282
2,1,Simulated,00101,EN_BLANCO_2025,1,403,29,2025,403
2,1,Simulated,00102,EN_BLANCO_2025,1,119,7,2025,119
2,1,Simulated,00103,EN_BLANCO_2025,1,117,14,2025,117
2,1,Simulated,00104,EN_BLANCO_2025,1,288,37,2025,288
2,1,Simulated,00105,EN_BLANCO_2025,1,25162,2797,2025,25162
2,1,Simulated,00106,EN_BLANCO_2025,1,445,39,2025,445
2,1,Simulated,00107,EN_BLANCO_2025,1,6444,725,2025,6444
2,1,Simulated,00110,EN_BLANCO_2025,1,478,50,2025,478
2,1,Simulated,00111,EN_BLANCO_2025,1,264,22,2025,264
2,1,Simulated,00113,EN_BLANCO_2025,1,1407,142,2025,1407
2,1,Simulated,00117,EN_BLANCO_2025,1,26517,2359,2025,26517
2,1,Simulated,00118,EN_BLANCO_2025,1,554,47,2025,554
2,1,Simulated,00120,EN_BLANCO_2025,1,477,37,2025,477
2,1,Simulated,00121,EN_BLANCO_2025,1,13758,1739,2025,13758
2,1,Simulated,00122,EN_BLANCO_2025,1,248,27,2025,248
2,1,Simulated,00125,EN_BLANCO_2025,1,24962,2509,2025,24962
2,1,Simulated,00126,EN_BLANCO_2025,1,44,1,2025,44
2,1,Simulated,00127,EN_BLANCO_2025,1,299,22,2025,299
2,1,Simulated,00128,EN_BLANCO_2025,1,42,2,2025,42
2,1,Simulated,00129,EN_BLANCO_2025,1,64,1,2025,64
2,1,Simulated,00131,EN_BLANCO_2025,1,39,3,2025,39
2,1,Simulated,00132,EN_BLANCO_2025,1,2786,273,2025,2786
2,1,Simulated,00133,EN_BLANCO_2025,1,1419,130,2025,1419
2,1,Simulated,00136,EN_BLANCO_2025,1,40026,5226,2025,40026
2,1,Simulated,00137,EN_BLANCO_2025,1,1090,101,2025,1090
2,1,Simulated,00138,EN_BLANCO_2025,1,147,21,2025,147
2,1,Simulated,00139,EN_BLANCO_2025,1,17,0,2025,17
2,1,Simulated,00140,EN_BLANCO_2025,1,613,54,2025,613
2,1,Simulated,00141,EN_BLANCO_2025,1,157,18,2025,157
2,1,Simulated,00142,EN_BLANCO_2025,1,76,12,2025,76
2,1,Simulated,00143,EN_BLANCO_2025,1,2521,259,2025,2521
2,1,Simulated,00144,EN_BLANCO_2025,1,340,21,2025,340
2,1,Simulated,00145,EN_BLANCO_2025,1,401,46,2025,401
2,1,Simulated,00148,EN_BLANCO_2025,1,16132,1126,2025,16132
2,1,Simulated,00149,EN_BLANCO_2025,1,286,26,2025,286
2,1,Simulated,00150,EN_BLANCO_2025,1,2494,228,2025,2494
2,1,Simulated,00151,EN_BLANCO_2025,1,1023,93,2025,1023
2,1,Simulated,00152,EN_BLANCO_2025,1,237,23,2025,237
2,1,Simulated,00153,EN_BLANCO_2025,1,336,23,2025,336
2,1,Simulated,00155,EN_BLANCO_2025,1,23538,2226,2025,23538
2,1,Simulated,00156,EN_BLANCO_2025,1,16378,2038,2025,16378
2,1,Simulated,00157,EN_BLANCO_2025,1,29478,2372,2025,29478
2,1,Simulated,00158,EN_BLANCO_2025,1,3478,239,2025,3478
2,1,Simulated,00159,EN_BLANCO_2025,1,1074,78,2025,1074
2,1,Simulated,00160,EN_BLANCO_2025,1,163,13,2025,163
2,1,Simulated,00162,EN_BLANCO_2025,1,195,20,2025,195
2,1,Simulated,00164,EN_BLANCO_2025,1,16734,2182,2025,16734
2,1,Simulated,00165,EN_BLANCO_2025,1,584,52,2025,584
2,1,Simulated,00166,EN_BLANCO_2025,1,188,13,2025,188
2,1,Simulated,00167,EN_BLANCO_2025,1,470,28,2025,470
2,1,Simulated,00169,EN_BLANCO_2025,1,5284,445,2025,5284
2,1,Simulated,00170,EN_BLANCO_2025,1,471,38,2025,471
2,1,Simulated,00171,EN_BLANCO_2025,1,366,34,2025,366
2,1,Simulated,00172,EN_BLANCO_2025,1,679,97,2025,679
2,1,Simulated,00173,EN_BLANCO_2025,1,3294,262,2025,3294
2,1,Simulated,00175,EN_BLANCO_2025,1,13163,1638,2025,13163
2,1,Simulated,00176,EN_BLANCO_2025,1,549,60,2025,549
2,1,Simulated,00177,EN_BLANCO_2025,1,199,24,2025,199
2,1,Simulated,00179,EN_BLANCO_2025,1,11453,1256,2025,11453
2,1,Simulated,00180,EN_BLANCO_2025,1,621,50,2025,621
2,1,Simulated,00181,EN_BLANCO_2025,1,158,24,2025,158
2,1,Simulated,00182,EN_BLANCO_2025,1,65,6,2025,65
2,1,Simulated,00183,EN_BLANCO_2025,1,2352,230,2025,2352
2,1,Simulated,00185,EN_BLANCO_2025,1,7669,722,2025,7669
2,1,Simulated,00187,EN_BLANCO_2025,1,127,9,2025,127
2,1,Simulated,00189,EN_BLANCO_2025,1,39955,2857,2025,39955
2,1,Simulated,0018A,EN_BLANCO_2025,1,65685,5037,2025,65685
2,1,Simulated,00190,EN_BLANCO_2025,1,1477,132,2025,1477
2,1,Simulated,00191,EN_BLANCO_2025,1,77,11,2025,77
2,1,Simulated,00193,EN_BLANCO_2025,1,123,8,2025,123
2,1,Simulated,00195,EN_BLANCO_2025,1,87,6,2025,87
2,1,Simulated,00197,EN_BLANCO_2025,1,1396,136,2025,1396
2,1,Simulated,00198,EN_BLANCO_2025,1,517,32,2025,517
2,2,Simulated,00201,EN_BLANCO_2025,1,30781,3677,2025,30781
2,2,Simulated,00202,EN_BLANCO_2025,1,983,153,2025,983
2,2,Simulated,00203,EN_BLANCO_2025,1,1912,194,2025,1912
2,2,Simulated,00204,EN_BLANCO_2025,1,104,11,2025,104
